Number	Name (English)	IPA (English)	Evolves from (English)	Name (Japanese)	Evolves from (Japanese)	Name (French)	Evolves from (French)	Name (Spanish)	Evolves from (Spanish)	Name (German)	Evolves from (German)	Name (Italian)	Evolves from (Italian)	Name (Korean)	Evolves from (Korean)	Name (Mandarin)	Evolves from (Mandarin)	Evolves into (English)	Total evolutionary stages	Evolutionary stage code	Baby	Legendary	Types	Weight (lb)	Weight (kg)	Height (in)	Height (m)	Percentage male	Percentage female	HP	Attack	Defense	Special Attack	Special Defense	Speed	Total Power	Bulbapedia URL
0066	Machop	məˈtʃɑːp	n/a	wanrikii	n/a	Machoc	n/a	Machop	n/a	Machollo	n/a	Machop	n/a	Altongmon	n/a	Wànlì	n/a	{'Machoke'}	3	3a	False	False	[('Fighting',)]	43.0	19.5	31	0.8	75.0	25.0	70	80	50	35	35	35	305	"/wiki/Machop_(Pok%C3%A9mon)"
0067	Machoke	məˈtʃoʊk	Machop	goorikii	wanrikii	Machopeur	Machoc	Machoke	Machop	Maschock	Machollo	Machoke	Machop	Geunyukmon	Altongmon	Háolì	Wànlì	{'Machamp'}	3	3b	False	False	[('Fighting',)]	155.4	70.5	59	1.5	75.0	25.0	80	100	70	50	60	45	405	"/wiki/Machoke_(Pok%C3%A9mon)"
0068	Machamp	məˈtʃæmp	Machoke	kairikii	goorikii	Mackogneur	Machopeur	Machamp	Machoke	Machomei	Maschock	Machamp	Machoke	Goeryeokmon	Geunyukmon	Guàilì	Háolì	n/a	3	3c	False	False	[('Fighting',)]	286.6	130.0	63	1.6	75.0	25.0	90	130	80	65	85	55	505	"/wiki/Machamp_(Pok%C3%A9mon)"
0069	Bellsprout	ˈbɛlspɹaʊt	n/a	madatsubomi	n/a	Chétiflor	n/a	Bellsprout	n/a	Knofensa	n/a	Bellsprout	n/a	Modapi	n/a	Lǎbāyá	n/a	{'Weepinbell'}	3	3a	False	False	[('Grass', 'Poison')]	8.8	4.0	28	0.7	50.0	50.0	50	75	35	70	30	40	300	"/wiki/Bellsprout_(Pok%C3%A9mon)"
0070	Weepinbell	ˈwiːpɪnbɛl	Bellsprout	utsudon	madatsubomi	Boustiflor	Chétiflor	Weepinbell	Bellsprout	Ultrigaria	Knofensa	Weepinbell	Bellsprout	Uchudon	Modapi	Kǒudāihuā	Lǎbāyá	{'Victreebel'}	3	3b	False	False	[('Grass', 'Poison')]	14.1	6.4	39	1.0	50.0	50.0	65	90	50	85	45	55	390	"/wiki/Weepinbell_(Pok%C3%A9mon)"
0071	Victreebel	ˈvɪktriːbɛl	Weepinbell	utsubotto	utsudon	Empiflor	Boustiflor	Victreebel	Weepinbell	Sarzenia	Ultrigaria	Victreebel	Weepinbell	Uchubot	Uchudon	Dàshíhuā	Kǒudāihuā	n/a	3	3c	False	False	[('Grass', 'Poison')]	34.2	15.5	67	1.7	50.0	50.0	80	105	65	100	60	70	480	"/wiki/Victreebel_(Pok%C3%A9mon)"
0072	Tentacool	ˈtɛntəkuːl	n/a	menokurage	n/a	Tentacool	n/a	Tentacool	n/a	Tentacha	n/a	Tentacool	n/a	Wangnunhe	n/a	Mǎnǎoshuǐmǔ	n/a	{'Tentacruel'}	2	2a	False	False	[('Water', 'Poison')]	100.3	45.5	35	0.9	50.0	50.0	40	40	35	50	100	70	335	"/wiki/Tentacool_(Pok%C3%A9mon)"
0073	Tentacruel	ˈtɛntəkɹuːl	Tentacool	dokukurage	menokurage	Tentacruel	Tentacool	Tentacruel	Tentacool	Tentoxa	Tentacha	Tentacruel	Tentacool	Tokpari	Wangnunhe	Dúcìshuǐmǔ	Mǎnǎoshuǐmǔ	n/a	2	2b	False	False	[('Water', 'Poison')]	121.3	55.0	63	1.6	50.0	50.0	80	70	65	80	120	100	515	"/wiki/Tentacruel_(Pok%C3%A9mon)"
0074	Geodude	ˈdʒiːoʊduːd	n/a	ishitsubute	n/a	Racaillou	n/a	Geodude	n/a	Kleinstein	n/a	Geodude	n/a	Kkomadol	n/a	Xiǎoquánshí	n/a	{'Graveler'}	3	3a	False	False	[('Rock', 'Ground'), ('Rock', 'Electric')]	44.1	20.0	16	0.4	50.0	50.0	40	80	100	30	30	20	300	"/wiki/Geodude_(Pok%C3%A9mon)"
0075	Graveler	ˈɡɹævəlɚ	Geodude	goroon	ishitsubute	Gravalanch	Racaillou	Graveler	Geodude	Georok	Kleinstein	Graveler	Geodude	Deguri	Kkomadol	Lónglóngshí	Xiǎoquánshí	{'Golem'}	3	3b	False	False	[('Rock', 'Ground'), ('Rock', 'Electric')]	231.5	105.0	39	1.0	50.0	50.0	55	95	115	45	45	35	390	"/wiki/Graveler_(Pok%C3%A9mon)"
0076	Golem	ˈɡɔːləm	Graveler	goroonya	goroon	Grolem	Gravalanch	Golem	Graveler	Geowaz	Georok	Golem	Graveler	Ttakguri	Deguri	Lónglóngyán	Lónglóngshí	n/a	3	3c	False	False	[('Rock', 'Ground'), ('Rock', 'Electric')]	661.4	300.0	55	1.4	50.0	50.0	80	110	130	55	65	45	485	"/wiki/Golem_(Pok%C3%A9mon)"
0077	Ponyta	ˈpoʊniːtɑː	n/a	poniita	n/a	Ponyta	n/a	Ponyta	n/a	Ponita	n/a	Ponyta	n/a	Ponyta	n/a	Xiǎohuǒmǎ	n/a	{'Rapidash'}	2	2a	False	False	[('Fire',), ('Psychic',)]	66.1	30.0	39	1.0	50.0	50.0	50	85	55	65	65	90	410	"/wiki/Ponyta_(Pok%C3%A9mon)"
0078	Rapidash	ˈɹæpɪdæʃ	Ponyta	gyaroppu	poniita	Galopa	Ponyta	Rapidash	Ponyta	Gallopa	Ponita	Rapidash	Ponyta	Nalssaengma	Ponyta	Lièyànmǎ	Xiǎohuǒmǎ	n/a	2	2b	False	False	[('Psychic', 'Fairy'), ('Fire',)]	209.4	95.0	67	1.7	50.0	50.0	65	100	70	80	80	105	500	"/wiki/Rapidash_(Pok%C3%A9mon)"
0079	Slowpoke	ˈsloʊpoʊk	n/a	yadon	n/a	Ramoloss	n/a	Slowpoke	n/a	Flegmon	n/a	Slowpoke	n/a	Yadon	n/a	Dāidāishòu	n/a	{'Slowking', 'Slowbro'}	2	2a	False	False	[('Water', 'Psychic'), ('Psychic',)]	79.4	36.0	47	1.2	50.0	50.0	90	65	65	40	40	15	315	"/wiki/Slowpoke_(Pok%C3%A9mon)"
0080	Slowbro	ˈsloʊbɹoʊ	Slowpoke	yadoran	yadon	Flagadoss	Ramoloss	Slowbro	Slowpoke	Lahmus	Flegmon	Slowbro	Slowpoke	Yadoran	Yadon	Dāikéshòu	Dāidāishòu	n/a	2	2b	False	False	[('Water', 'Psychic'), ('Poison', 'Psychic')]	173.1	78.5	63	1.6	50.0	50.0	95	75	110	100	80	30	490	"/wiki/Slowbro_(Pok%C3%A9mon)"
0081	Magnemite	ˈmæɡnəmaɪt	n/a	koiru	n/a	Magnéti	n/a	Magnemite	n/a	Magnetilo	n/a	Magnemite	n/a	Koil	n/a	Xiǎocíguài	n/a	{'Magneton'}	3	3a	False	False	[('Electric', 'Steel')]	13.2	6.0	12	0.3	???	???	25	35	70	95	55	45	325	"/wiki/Magnemite_(Pok%C3%A9mon)"
0082	Magneton	ˈmæɡnətɑːn	Magnemite	reakoiru	koiru	Magnéton	Magnéti	Magneton	Magnemite	Magneton	Magnetilo	Magneton	Magnemite	Rarekoil	Koil	Sānhéyīcíguài	Xiǎocíguài	{'Magnezone'}	3	3b	False	False	[('Electric', 'Steel')]	132.3	60.0	39	1.0	???	???	50	60	95	120	70	70	465	"/wiki/Magneton_(Pok%C3%A9mon)"
0083	Farfetch'd	ˈfɑːɹfɛtʃt	n/a	kamonegi	n/a	Canarticho	n/a	Farfetch'd	n/a	Porenta	n/a	Farfetch'd	n/a	Paori	n/a	Dàcōngyā	n/a	{"Sirfetch'd"}	2	2a	False	False	[('Normal', 'Flying'), ('Fighting',)]	33.1	15.0	31	0.8	50.0	50.0	52	65	55	58	62	60	352	"/wiki/Farfetch%27d_(Pok%C3%A9mon)"
0084	Doduo	doʊˈduːoʊ	n/a	doodoo	n/a	Doduo	n/a	Doduo	n/a	Dodu	n/a	Doduo	n/a	Dudu	n/a	Dūdū	n/a	{'Dodrio'}	2	2a	False	False	[('Normal', 'Flying')]	86.4	39.2	55	1.4	50.0	50.0	35	85	45	35	35	75	310	"/wiki/Doduo_(Pok%C3%A9mon)"
0085	Dodrio	doʊˈdɹiːoʊ	Doduo	doodorio	doodoo	Dodrio	Doduo	Dodrio	Doduo	Dodri	Dodu	Dodrio	Doduo	Dutrio	Dudu	Dūdūlì	Dūdū	n/a	2	2b	False	False	[('Normal', 'Flying')]	187.8	85.2	71	1.8	50.0	50.0	60	110	70	60	60	100	460	"/wiki/Dodrio_(Pok%C3%A9mon)"
0086	Seel	ˈsiːl	n/a	pauwau	n/a	Otaria	n/a	Seel	n/a	Jurob	n/a	Seel	n/a	Juju	n/a	Xiǎohǎishī	n/a	{'Dewgong'}	2	2a	False	False	[('Water',)]	198.4	90.0	43	1.1	50.0	50.0	65	45	55	45	70	45	325	"/wiki/Seel_(Pok%C3%A9mon)"
0087	Dewgong	ˈduːɡɑːŋ	Seel	jugon	pauwau	Lamantine	Otaria	Dewgong	Seel	Jugong	Jurob	Dewgong	Seel	Juregon	Juju	Báihǎishī	Xiǎohǎishī	n/a	2	2b	False	False	[('Water', 'Ice')]	264.6	120.0	67	1.7	50.0	50.0	90	70	80	70	95	70	475	"/wiki/Dewgong_(Pok%C3%A9mon)"
0088	Grimer	ˈɡɹaɪmɚ	n/a	betobetaa	n/a	Tadmorv	n/a	Grimer	n/a	Sleima	n/a	Grimer	n/a	Jilpeogi	n/a	Chòuní	n/a	{'Muk'}	2	2a	False	False	[('Poison', 'Dark'), ('Poison',)]	66.1	30.0	35	0.9	50.0	50.0	80	80	50	40	50	25	325	"/wiki/Grimer_(Pok%C3%A9mon)"
0089	Muk	ˈmʌk	Grimer	betobeton	betobetaa	Grotadmorv	Tadmorv	Muk	Grimer	Sleimok	Sleima	Muk	Grimer	Jilppeogi	Jilpeogi	Chòuchòuní	Chòuní	n/a	2	2b	False	False	[('Poison', 'Dark'), ('Poison',)]	66.1	30.0	47	1.2	50.0	50.0	105	105	75	65	100	50	500	"/wiki/Muk_(Pok%C3%A9mon)"
0090	Shellder	ˈʃɛldɚ	n/a	shierudaa	n/a	Kokiyas	n/a	Shellder	n/a	Muschas	n/a	Shellder	n/a	Sellor	n/a	Dàshébèi	n/a	{'Cloyster'}	2	2a	False	False	[('Water',)]	8.8	4.0	12	0.3	50.0	50.0	30	65	100	45	25	40	305	"/wiki/Shellder_(Pok%C3%A9mon)"
0091	Cloyster	ˈklɔɪstɚ	Shellder	parushien	shierudaa	Crustabri	Kokiyas	Cloyster	Shellder	Austos	Muschas	Cloyster	Shellder	Parsell	Sellor	Cìjiǎbèi	Dàshébèi	n/a	2	2b	False	False	[('Water', 'Ice')]	292.1	132.5	59	1.5	50.0	50.0	50	95	180	85	45	70	525	"/wiki/Cloyster_(Pok%C3%A9mon)"
0092	Gastly	ˈɡæsliː	n/a	goosu	n/a	Fantominus	n/a	Gastly	n/a	Nebulak	n/a	Gastly	n/a	Goohs	n/a	Guǐsī	n/a	{'Haunter'}	3	3a	False	False	[('Ghost', 'Poison')]	0.2	0.1	51	1.3	50.0	50.0	30	35	30	100	35	80	310	"/wiki/Gastly_(Pok%C3%A9mon)"
0093	Haunter	ˈhɑːntɚ	Gastly	goosuto	goosu	Spectrum	Fantominus	Haunter	Gastly	Alpollo	Nebulak	Haunter	Gastly	Goust	Goohs	Guǐsītōng	Guǐsī	{'Gengar'}	3	3b	False	False	[('Ghost', 'Poison')]	0.2	0.1	63	1.6	50.0	50.0	45	50	45	115	55	95	405	"/wiki/Haunter_(Pok%C3%A9mon)"
0094	Gengar	ˈɡɛŋɡɑːɹ	Haunter	gengaa	goosuto	Ectoplasma	Spectrum	Gengar	Haunter	Gengar	Alpollo	Gengar	Haunter	Penteom	Goust	Gěngguǐ	Guǐsītōng	n/a	3	3c	False	False	[('Ghost', 'Poison')]	89.3	40.5	59	1.5	50.0	50.0	60	65	60	130	75	110	500	"/wiki/Gengar_(Pok%C3%A9mon)"
0095	Onix	ˈɑːnɪks	n/a	iwaaku	n/a	Onix	n/a	Onix	n/a	Onix	n/a	Onix	n/a	Rongston	n/a	Dàyánshé	n/a	{'Steelix'}	2	2a	False	False	[('Rock', 'Ground')]	463.0	210.0	346	8.8	50.0	50.0	35	45	160	30	45	70	385	"/wiki/Onix_(Pok%C3%A9mon)"
0096	Drowzee	ˈdɹaʊziː	n/a	suriipu	n/a	Soporifik	n/a	Drowzee	n/a	Traumato	n/a	Drowzee	n/a	Sllip	n/a	Cuīmiánmò	n/a	{'Hypno'}	2	2a	False	False	[('Psychic',)]	71.4	32.4	39	1.0	50.0	50.0	60	48	45	43	90	42	328	"/wiki/Drowzee_(Pok%C3%A9mon)"
0097	Hypno	ˈhɪpnoʊ	Drowzee	suriipaa	suriipu	Hypnomade	Soporifik	Hypno	Drowzee	Hypno	Traumato	Hypno	Drowzee	Slliper	Sllip	Yǐnmèngmòrén	Cuīmiánmò	n/a	2	2b	False	False	[('Psychic',)]	166.7	75.6	63	1.6	50.0	50.0	85	73	70	73	115	67	483	"/wiki/Hypno_(Pok%C3%A9mon)"
0098	Krabby	ˈkɹæbiː	n/a	kurabu	n/a	Krabby	n/a	Krabby	n/a	Krabby	n/a	Krabby	n/a	Kreb	n/a	Dàqiánxiè	n/a	{'Kingler'}	2	2a	False	False	[('Water',)]	14.3	6.5	16	0.4	50.0	50.0	30	105	90	25	25	50	325	"/wiki/Krabby_(Pok%C3%A9mon)"
0099	Kingler	ˈkɪŋlɚ	Krabby	kinguraa	kurabu	Krabboss	Krabby	Kingler	Krabby	Kingler	Krabby	Kingler	Krabby	Kingkreb	Kreb	Jùqiánxiè	Dàqiánxiè	n/a	2	2b	False	False	[('Water',)]	132.3	60.0	51	1.3	50.0	50.0	55	130	115	50	50	75	475	"/wiki/Kingler_(Pok%C3%A9mon)"
0100	Voltorb	ˈvɔːltɔːɹb	n/a	biriridama	n/a	Voltorbe	n/a	Voltorb	n/a	Voltobal	n/a	Voltorb	n/a	Zzililigong	n/a	Pīlìdiànqiú	n/a	{'Electrode'}	2	2a	False	False	[('Electric', 'Grass'), ('Electric',)]	22.9	10.4	20	0.5	???	???	40	30	50	55	55	100	330	"/wiki/Voltorb_(Pok%C3%A9mon)"
0101	Electrode	ɪˈlɛktɹoʊd	Voltorb	marumain	biriridama	Électrode	Voltorbe	Electrode	Voltorb	Lektrobal	Voltobal	Electrode	Voltorb	Boomball	Zzililigong	Wánpíléidàn	Pīlìdiànqiú	n/a	2	2b	False	False	[('Electric', 'Grass'), ('Electric',)]	146.8	66.6	47	1.2	???	???	60	50	70	80	80	140	480	"/wiki/Electrode_(Pok%C3%A9mon)"
0102	Exeggcute	ˈɛɡzəɡkjuːt	n/a	tamatama	n/a	Noeunoeuf	n/a	Exeggcute	n/a	Owei	n/a	Exeggcute	n/a	Arari	n/a	Dàndàn	n/a	{'Exeggutor'}	2	2a	False	False	[('Grass', 'Psychic')]	5.5	2.5	16	0.4	50.0	50.0	60	40	80	60	45	40	325	"/wiki/Exeggcute_(Pok%C3%A9mon)"
0103	Exeggutor	ɛɡzˈɛɡjuːtɔːɹ	Exeggcute	nasshii	tamatama	Noadkoko	Noeunoeuf	Exeggutor	Exeggcute	Kokowei	Owei	Exeggutor	Exeggcute	Nasi	Arari	Yédànshù / Yēdànshù	Dàndàn	n/a	2	2b	False	False	[('Grass', 'Psychic'), ('Grass', 'Dragon')]	264.6	120.0	79	2.0	50.0	50.0	95	95	85	125	65	55	520	"/wiki/Exeggutor_(Pok%C3%A9mon)"
0104	Cubone	ˈkjuːboʊn	n/a	karakara	n/a	Osselait	n/a	Cubone	n/a	Tragosso	n/a	Cubone	n/a	Tangguri	n/a	Kǎlākǎlā	n/a	{'Marowak'}	2	2a	False	False	[('Ground',)]	14.3	6.5	16	0.4	50.0	50.0	50	50	95	40	50	35	320	"/wiki/Cubone_(Pok%C3%A9mon)"
0105	Marowak	ˈmɛɹoʊwæk	Cubone	garagara	karakara	Ossatueur	Osselait	Marowak	Cubone	Knogga	Tragosso	Marowak	Cubone	Teongguri	Tangguri	Gālagāla	Kǎlākǎlā	n/a	2	2b	False	False	[('Fire', 'Ghost'), ('Ground',)]	99.2	45.0	39	1.0	50.0	50.0	60	80	110	50	80	45	425	"/wiki/Marowak_(Pok%C3%A9mon)"
0106	Hitmonlee	ˈhɪtmɑːnliː	Tyrogue	sawamuraa	barukii	Kicklee	Debugant	Hitmonlee	Tyrogue	Kicklee	Rabauz	Hitmonlee	Tyrogue	Sirasomon	Baeruki	Fēituǐláng	Wúwèixiǎozi	n/a	2	2b	False	False	[('Fighting',)]	109.8	49.8	59	1.5	100.0	0.0	50	120	53	35	110	87	455	"/wiki/Hitmonlee_(Pok%C3%A9mon)"
0107	Hitmonchan	ˈhɪtmɑːntʃæn	Tyrogue	ebiwaraa	barukii	Tygnon	Debugant	Hitmonchan	Tyrogue	Nockchan	Rabauz	Hitmonchan	Tyrogue	Hongsoomon	Baeruki	Kuàiquánláng	Wúwèixiǎozi	n/a	2	2b	False	False	[('Fighting',)]	110.7	50.2	55	1.4	100.0	0.0	50	105	79	35	110	76	455	"/wiki/Hitmonchan_(Pok%C3%A9mon)"
0108	Lickitung	ˈlɪkɪtʌŋ	n/a	beroringa	n/a	Excelangue	n/a	Lickitung	n/a	Schlurp	n/a	Lickitung	n/a	Nerumi	n/a	Dàshétóu	n/a	{'Lickilicky'}	2	2a	False	False	[('Normal',)]	144.4	65.5	47	1.2	50.0	50.0	90	55	75	60	75	30	385	"/wiki/Lickitung_(Pok%C3%A9mon)"
0109	Koffing	ˈkɑːfɪŋ	n/a	dogaasu	n/a	Smogo	n/a	Koffing	n/a	Smogon	n/a	Koffing	n/a	Ttogas	n/a	Wǎsīdàn	n/a	{'Weezing'}	2	2a	False	False	[('Poison',)]	2.2	1.0	24	0.6	50.0	50.0	40	65	95	60	45	35	340	"/wiki/Koffing_(Pok%C3%A9mon)"
0110	Weezing	ˈwiːzɪŋ	Koffing	matadogasu	dogaasu	Smogogo	Smogo	Weezing	Koffing	Smogmog	Smogon	Weezing	Koffing	Ttodogas	Ttogas	Shuāngdànwǎsī	Wǎsīdàn	n/a	2	2b	False	False	[('Poison', 'Fairy'), ('Poison',)]	20.9	9.5	47	1.2	50.0	50.0	65	90	120	85	70	60	490	"/wiki/Weezing_(Pok%C3%A9mon)"
0111	Rhyhorn	ˈɹaɪhɔːɹn	n/a	saihoon	n/a	Rhinocorne	n/a	Rhyhorn	n/a	Rihorn	n/a	Rhyhorn	n/a	Ppulkano	n/a	Dújiǎoxīniú	n/a	{'Rhydon'}	3	3a	False	False	[('Ground', 'Rock')]	253.5	115.0	39	1.0	50.0	50.0	80	85	95	30	30	25	345	"/wiki/Rhyhorn_(Pok%C3%A9mon)"
0112	Rhydon	ˈɹaɪdɑːn	Rhyhorn	saidon	saihoon	Rhinoféros	Rhinocorne	Rhydon	Rhyhorn	Rizeros	Rihorn	Rhydon	Rhyhorn	Koppuri	Ppulkano	Zuànjiǎoxīshòu	Dújiǎoxīniú	{'Rhyperior'}	3	3b	False	False	[('Ground', 'Rock')]	264.6	120.0	75	1.9	50.0	50.0	105	130	120	45	45	40	485	"/wiki/Rhydon_(Pok%C3%A9mon)"
0113	Chansey	ˈtʃænsiː	Happiny	rakkii	pinpuku	Leveinard	Ptiravi	Chansey	Happiny	Chaneira	Wonneira	Chansey	Happiny	Lucki	Pingbok	Jílìdàn	Xiǎofúdàn	{'Blissey'}	3	3b	False	False	[('Normal',)]	76.3	34.6	43	1.1	0.0	100.0	250	5	5	35	105	50	450	"/wiki/Chansey_(Pok%C3%A9mon)"
0114	Tangela	ˈtæŋɡələ	n/a	monjara	n/a	Saquedeneu	n/a	Tangela	n/a	Tangela	n/a	Tangela	n/a	Deongkuri	n/a	Mànténgguài	n/a	{'Tangrowth'}	2	2a	False	False	[('Grass',)]	77.2	35.0	39	1.0	50.0	50.0	65	55	115	100	40	60	435	"/wiki/Tangela_(Pok%C3%A9mon)"
0115	Kangaskhan	ˈkæŋɡəskɑːn	n/a	garuura	n/a	Kangourex	n/a	Kangaskhan	n/a	Kangama	n/a	Kangaskhan	n/a	Kengka	n/a	Dàishòu	n/a	n/a	1	1a	False	False	[('Normal',)]	176.4	80.0	87	2.2	0.0	100.0	105	95	80	40	80	90	490	"/wiki/Kangaskhan_(Pok%C3%A9mon)"
0116	Horsea	ˈhɔːɹsiː	n/a	tattsuu	n/a	Hypotrempe	n/a	Horsea	n/a	Seeper	n/a	Horsea	n/a	Ssodra	n/a	Mòhǎimǎ	n/a	{'Seadra'}	3	3a	False	False	[('Water',)]	17.6	8.0	16	0.4	50.0	50.0	30	40	70	70	25	60	295	"/wiki/Horsea_(Pok%C3%A9mon)"
0117	Seadra	ˈsiːdɹə	Horsea	shiidora	tattsuu	Hypocéan	Hypotrempe	Seadra	Horsea	Seemon	Seeper	Seadra	Horsea	Seadra	Ssodra	Hǎicìlóng	Mòhǎimǎ	{'Kingdra'}	3	3b	False	False	[('Water',)]	55.1	25.0	47	1.2	50.0	50.0	55	65	95	95	45	85	440	"/wiki/Seadra_(Pok%C3%A9mon)"
0118	Goldeen	ɡɔːlˈdiːn	n/a	tosakinto	n/a	Poissirène	n/a	Goldeen	n/a	Goldini	n/a	Goldeen	n/a	Konchi	n/a	Jiǎojīnyú	n/a	{'Seaking'}	2	2a	False	False	[('Water',)]	33.1	15.0	0	0.6	50.0	50.0	45	67	60	35	50	63	320	"/wiki/Goldeen_(Pok%C3%A9mon)"
0119	Seaking	ˈsiːkɪŋ	Goldeen	azumaou	tosakinto	Poissoroy	Poissirène	Seaking	Goldeen	Golking	Goldini	Seaking	Goldeen	Wangkonchi	Konchi	Jīnyúwáng	Jiǎojīnyú	n/a	2	2b	False	False	[('Water',)]	86.0	39.0	51	1.3	50.0	50.0	80	92	65	65	80	68	450	"/wiki/Seaking_(Pok%C3%A9mon)"
0120	Staryu	ˈstɑːɹjuː	n/a	hitodeman	n/a	Stari	n/a	Staryu	n/a	Sterndu	n/a	Staryu	n/a	Byulgasari	n/a	Hǎixīngxīng	n/a	{'Starmie'}	2	2a	False	False	[('Water',)]	76.1	34.5	31	0.8	???	???	30	45	55	70	55	85	340	"/wiki/Staryu_(Pok%C3%A9mon)"
0121	Starmie	ˈstɑːɹmiː	Staryu	sutaamii	hitodeman	Staross	Stari	Starmie	Staryu	Starmie	Sterndu	Starmie	Staryu	Akusta	Byulgasari	Bǎoshíhǎixīng	Hǎixīngxīng	n/a	2	2b	False	False	[('Water', 'Psychic')]	176.4	80.0	43	1.1	???	???	60	75	85	100	85	115	520	"/wiki/Starmie_(Pok%C3%A9mon)"
0122	Mr. Mime	ˌmɪstɚˈmaɪm	Mime Jr.	bariyaado	manene	M. Mime	Mime Jr.	Mr. Mime	Mime Jr.	Pantimos	Pantimimi	Mr. Mime	Mime Jr.	Maimman	Hungnaenae	Móqiángrénǒu	Móníní	{'Mr. Rime'}	3	3b	False	False	[('Psychic', 'Fairy'), ('Ice', 'Psychic')]	120.2	54.5	51	1.3	50.0	50.0	40	45	65	100	120	90	460	"/wiki/Mr._Mime_(Pok%C3%A9mon)"
0123	Scyther	ˈsaɪθɚ	n/a	sutoraiku	n/a	Insécateur	n/a	Scyther	n/a	Sichlor	n/a	Scyther	n/a	Srak	n/a	Fēitiāntángláng	n/a	{'Scizor', 'Kleavor'}	2	2a	False	False	[('Bug', 'Flying')]	123.5	56.0	59	1.5	50.0	50.0	70	110	80	55	80	105	500	"/wiki/Scyther_(Pok%C3%A9mon)"
0124	Jynx	ˈdʒɪŋks	Smoochum	ruujura	muchuuru	Lippoutou	Lippouti	Jynx	Smoochum	Rossana	Kussilla	Jynx	Smoochum	Rujura	Ppoppora	Míchúnjiě	Míchúnwá	n/a	2	2b	False	False	[('Ice', 'Psychic')]	89.5	40.6	55	1.4	0.0	100.0	65	50	35	115	95	95	455	"/wiki/Jynx_(Pok%C3%A9mon)"
0125	Electabuzz	əˈlɛktəbʌz	Elekid	erebuu	erekiddo	Élektek	Élekid	Electabuzz	Elekid	Elektek	Elekid	Electabuzz	Elekid	Elev	Elekid	Diànjíshòu / Diànjīshòu	Diànjíguài / Diànjīguài	{'Electivire'}	3	3b	False	False	[('Electric',)]	66.1	30.0	43	1.1	75.0	25.0	65	83	57	95	85	105	490	"/wiki/Electabuzz_(Pok%C3%A9mon)"
0126	Magmar	ˈmæɡmɑːɹ	Magby	buubaa	bubii	Magmar	Magby	Magmar	Magby	Magmar	Magby	Magmar	Magby	Magmar	Magby	Yāzuǐhuǒshòu	Yāzuǐbǎobao	{'Magmortar'}	3	3b	False	False	[('Fire',)]	98.1	44.5	51	1.3	75.0	25.0	65	95	57	100	85	93	495	"/wiki/Magmar_(Pok%C3%A9mon)"
0127	Pinsir	ˈpɪnsɚ	n/a	kairosu	n/a	Scarabrute	n/a	Pinsir	n/a	Pinsir	n/a	Pinsir	n/a	Ppeusaizeo	n/a	Kǎiluósī	n/a	n/a	1	1a	False	False	[('Bug',)]	121.3	55.0	59	1.5	50.0	50.0	65	125	100	55	70	85	500	"/wiki/Pinsir_(Pok%C3%A9mon)"
0128	Tauros	ˈtɔːɹoʊs	n/a	kentarosu	n/a	Tauros	n/a	Tauros	n/a	Tauros	n/a	Tauros	n/a	Kentaros	n/a	Kěntàiluó	n/a	n/a	1	1a	False	False	[('Fighting', 'Fire'), ('Fighting', 'Water'), ('Normal',), ('Fighting',)]	194.9	88.4	55	1.4	100.0	0.0	75	100	95	40	70	110	490	"/wiki/Tauros_(Pok%C3%A9mon)"
0129	Magikarp	ˈmædʒɪkɑːɹp	n/a	koikingu	n/a	Magicarpe	n/a	Magikarp	n/a	Karpador	n/a	Magikarp	n/a	Ingeoking	n/a	Lǐyúwáng	n/a	{'Gyarados'}	2	2a	False	False	[('Water',)]	22.0	10.0	35	0.9	50.0	50.0	20	10	55	15	20	80	200	"/wiki/Magikarp_(Pok%C3%A9mon)"
0130	Gyarados	ˈɡɛɹədoʊs	Magikarp	gyaradosu	koikingu	Léviator	Magicarpe	Gyarados	Magikarp	Garados	Karpador	Gyarados	Magikarp	Gyarados	Ingeoking	Bàolǐlóng	Lǐyúwáng	n/a	2	2b	False	False	[('Water', 'Flying')]	518.1	235.0	256	6.5	50.0	50.0	95	125	79	60	100	81	540	"/wiki/Gyarados_(Pok%C3%A9mon)"
0131	Lapras	ˈlæpɹəs	n/a	rapurasu	n/a	Lokhlass	n/a	Lapras	n/a	Lapras	n/a	Lapras	n/a	Lapras	n/a	Lāpǔlāsī	n/a	n/a	1	1a	False	False	[('Water', 'Ice')]	485.0	220.0	98	2.5	50.0	50.0	130	85	80	85	95	60	535	"/wiki/Lapras_(Pok%C3%A9mon)"
0132	Ditto	ˈdɪtoʊ	n/a	metamon	n/a	Métamorph	n/a	Ditto	n/a	Ditto	n/a	Ditto	n/a	Metamong	n/a	Bǎibiànguài	n/a	n/a	1	1a	False	False	[('Normal',)]	8.8	4.0	12	0.3	???	???	48	48	48	48	48	48	288	"/wiki/Ditto_(Pok%C3%A9mon)"
0133	Eevee	ˈiːviː	n/a	iibui	n/a	Évoli	n/a	Eevee	n/a	Evoli	n/a	Eevee	n/a	Eevee	n/a	Yībù	n/a	{'Jolteon', 'Espeon', 'Glaceon', 'Flareon', 'Sylveon', 'Leafeon', 'Umbreon', 'Vaporeon'}	2	2a	False	False	[('Normal',)]	14.3	6.5	12	0.3	87.5	12.5	55	55	50	45	65	55	325	"/wiki/Eevee_(Pok%C3%A9mon)"
